month,cty_code,country,gen_val_usd,gen_qty,qty_unit,con_val_usd,hts
2024-12,0014,PACIFIC RIM COUNTRIES,238379,96760,NO,238379,7104911000
2024-12,5XXX,ASIA,74793588,3431508,NO,72919226,7104911000
2024-12,6XXX,AUSTRALIA AND OCEANIA,0,0,NO,0,7104911000
2024-12,0020,USMCA (NAFTA),463588,2182,NO,477027,7104911000
2024-12,0022,OECD,1244057,208332,NO,1257496,7104911000
2024-12,0023,NATO,602508,14394,NO,615947,7104911000
2024-12,0025,EURO AREA,85850,184058,NO,85850,7104911000
2024-12,0026,APEC,1401516,102915,NO,2035972,7104911000
2024-12,0027,ASEAN,899175,104452,NO,1520192,7104911000
2024-12,1220,CANADA,463588,2182,NO,477027,7104911000
2024-12,7910,SOUTH AFRICA,0,0,NO,0,7104911000
2024-12,7920,NAMIBIA,0,0,NO,0,7104911000
2024-12,7930,BOTSWANA,0,0,NO,0,7104911000
2025-01,5200,UNITED ARAB EMIRATES,4913,8,NO,4913,7104911000
2025-01,5330,INDIA,63784436,5151569,NO,69918697,7104911000
2025-01,5490,THAILAND,42494,46218,NO,9934,7104911000
2025-01,5530,LAOS,11429,1219,NO,11429,7104911000
2025-01,5600,INDONESIA,90134,302,NO,90134,7104911000
2025-01,5700,CHINA,108246,22160,NO,108246,7104911000
2025-01,5820,HONG KONG,97141,197,NO,97141,7104911000
2025-01,6021,AUSTRALIA,9726,2,NO,9726,7104911000
2025-01,4120,UNITED KINGDOM,128042,6588,NO,88633,7104911000
2025-01,4210,NETHERLANDS,52607,201,NO,52607,7104911000
2025-01,4231,BELGIUM,33402,43,NO,33402,7104911000
2025-01,4280,GERMANY,197970,81,NO,197970,7104911000
2025-01,4330,AUSTRIA,18948,387953,NO,18948,7104911000
2025-01,4890,TURKEY,30000,300,NO,30000,7104911000
2025-01,5081,ISRAEL,695638,35731,NO,554865,7104911000
2025-01,-,TOTAL FOR ALL COUNTRIES,65550651,5652950,NO,71472170,7104911000
2025-01,0003,EUROPEAN UNION,302927,388278,NO,302927,7104911000
2025-01,1XXX,NORTH AMERICA,245525,378,NO,245525,7104911000
2025-01,4XXX,EUROPE,460969,395166,NO,421560,7104911000
2025-01,0014,PACIFIC RIM COUNTRIES,305247,22661,NO,305247,7104911000
2025-01,5XXX,ASIA,64834431,5257404,NO,70795359,7104911000
2025-01,6XXX,AUSTRALIA AND OCEANIA,9726,2,NO,9726,7104911000
2025-01,0020,USMCA (NAFTA),245525,378,NO,245525,7104911000
2025-01,0021,TWENTY LATIN AMERICAN REPUBLICS,3561,173,NO,3561,7104911000
2025-01,0022,OECD,1411858,431277,NO,1231676,7104911000
2025-01,0023,NATO,683985,7418,NO,644576,7104911000
2025-01,0024,LAFTA,3561,173,NO,3561,7104911000
2025-01,0025,EURO AREA,302927,388278,NO,302927,7104911000
2025-01,0026,APEC,593266,69257,NO,560706,7104911000
2025-01,0027,ASEAN,144057,47739,NO,111497,7104911000
2025-01,1220,CANADA,241964,205,NO,241964,7104911000
2025-01,2010,MEXICO,3561,173,NO,3561,7104911000
2025-02,5200,UNITED ARAB EMIRATES,7788,2,NO,7788,7104911000
2025-02,5330,INDIA,68116855,4263628,NO,72291431,7104911000
2025-02,5490,THAILAND,8762002,2046674,NO,8799959,7104911000
2025-02,5530,LAOS,0,0,NO,0,7104911000
2025-02,5590,SINGAPORE,6909,2,NO,6909,7104911000
2025-02,5600,INDONESIA,66747,172,NO,66747,7104911000
2025-02,5700,CHINA,40274,598,NO,40274,7104911000
2025-02,5820,HONG KONG,104810,1027,NO,104810,7104911000
2025-02,6021,AUSTRALIA,6208,1,NO,6208,7104911000
2025-02,4120,UNITED KINGDOM,48648,71,NO,48648,7104911000
2025-02,4210,NETHERLANDS,52653,279,NO,52653,7104911000
2025-02,4231,BELGIUM,41009,1100,NO,22754,7104911000
2025-02,4280,GERMANY,299785,155,NO,299785,7104911000
2025-02,4330,AUSTRIA,11189,86520,NO,11189,7104911000
2025-02,4631,ARMENIA,2338,12,NO,2338,7104911000
2025-02,4890,TURKEY,30000,300,NO,30000,7104911000
2025-02,5081,ISRAEL,530019,5538,NO,530019,7104911000
2025-02,-,TOTAL FOR ALL COUNTRIES,78242037,6407403,NO,82424152,7104911000
2025-02,0003,EUROPEAN UNION,404636,88054,NO,386381,7104911000
2025-02,1XXX,NORTH AMERICA,102640,1286,NO,102640,7104911000
2025-02,4XXX,EUROPE,485622,88437,NO,467367,7104911000
2025-02,7XXX,AFRICA,12163,38,NO,0,7104911000
2025-02,0014,PACIFIC RIM COUNTRIES,224948,1800,NO,224948,7104911000
2025-02,5XXX,ASIA,77635404,6317641,NO,81847937,7104911000
2025-02,6XXX,AUSTRALIA AND OCEANIA,6208,1,NO,6208,7104911000
2025-02,0020,USMCA (NAFTA),102640,1286,NO,102640,7104911000
2025-02,0021,TWENTY LATIN AMERICAN REPUBLICS,0,0,NO,0,7104911000
2025-02,0022,OECD,1122151,95250,NO,1103896,7104911000
2025-02,0023,NATO,574735,3191,NO,556480,7104911000
2025-02,0024,LAFTA,0,0,NO,0,7104911000
2025-02,0025,EURO AREA,404636,88054,NO,386381,7104911000
2025-02,0026,APEC,9089590,2049760,NO,9127547,7104911000
2025-02,0027,ASEAN,8835658,2046848,NO,8873615,7104911000
2025-02,1220,CANADA,102640,1286,NO,102640,7104911000
2025-02,2010,MEXICO,0,0,NO,0,7104911000
2025-02,7910,SOUTH AFRICA,12163,38,NO,0,7104911000
2025-03,5200,UNITED ARAB EMIRATES,0,0,NO,0,7104911000
2025-03,5330,INDIA,98363972,5546879,NO,94618565,7104911000
2025-03,5490,THAILAND,6553675,16650,NO,6553675,7104911000
2025-03,5530,LAOS,0,0,NO,0,7104911000
2025-03,5590,SINGAPORE,8914,24,NO,8914,7104911000
2025-03,5600,INDONESIA,76619,425,NO,76619,7104911000
2025-03,5700,CHINA,64876,5533,NO,64876,7104911000
2025-03,5820,HONG KONG,68196,14,NO,68196,7104911000
2025-03,5880,JAPAN,27828,1288,NO,27828,7104911000
2025-03,6021,AUSTRALIA,12403,7,NO,12403,7104911000
2025-03,4120,UNITED KINGDOM,85805,165,NO,85805,7104911000
2025-03,4210,NETHERLANDS,90206,463,NO,90206,7104911000
2025-03,4231,BELGIUM,18862,3559,NO,47604,7104911000
2025-03,4280,GERMANY,150738,76,NO,150738,7104911000
2025-03,4330,AUSTRIA,22535,199749,NO,22535,7104911000
2025-03,4631,ARMENIA,0,0,NO,0,7104911000
2025-03,4890,TURKEY,34070,301,NO,34070,7104911000
2025-03,5081,ISRAEL,300947,1474,NO,300947,7104911000
2025-03,-,TOTAL FOR ALL COUNTRIES,106228411,5777138,NO,102894291,7104911000
2025-03,0003,EUROPEAN UNION,282341,203847,NO,311083,7104911000
2025-03,1XXX,NORTH AMERICA,304113,173,NO,304113,7104911000
2025-03,4XXX,EUROPE,402216,204313,NO,430958,7104911000
2025-03,7XXX,AFRICA,44652,358,NO,427197,7104911000
2025-03,0014,PACIFIC RIM COUNTRIES,258836,7291,NO,258836,7104911000
2025-03,5XXX,ASIA,105465027,5572287,NO,101719620,7104911000
2025-03,6XXX,AUSTRALIA AND OCEANIA,12403,7,NO,12403,7104911000
2025-03,0020,USMCA (NAFTA),304113,173,NO,304113,7104911000
2025-03,0021,TWENTY LATIN AMERICAN REPUBLICS,0,0,NO,0,7104911000
2025-03,0022,OECD,1047507,207255,NO,1076249,7104911000
2025-03,0023,NATO,683794,4737,NO,712536,7104911000
2025-03,0024,LAFTA,0,0,NO,0,7104911000
2025-03,0025,EURO AREA,282341,203847,NO,311083,7104911000
2025-03,0026,APEC,7116624,24114,NO,7116624,7104911000
2025-03,0027,ASEAN,6639208,17099,NO,6639208,7104911000
2025-03,1220,CANADA,304113,173,NO,304113,7104911000
2025-03,2010,MEXICO,0,0,NO,0,7104911000
2025-03,7850,MAURITIUS,42620,357,NO,425165,7104911000
2025-03,7910,SOUTH AFRICA,0,0,NO,0,7104911000
2025-03,7930,BOTSWANA,2032,1,NO,2032,7104911000
2025-04,5200,UNITED ARAB EMIRATES,90015,354,NO,90015,7104911000
2025-04,5330,INDIA,77075657,4058122,NO,75073107,7104911000
2025-04,5490,THAILAND,7269831,38146,NO,7269831,7104911000
2025-04,5530,LAOS,0,0,NO,0,7104911000
2025-04,5590,SINGAPORE,0,0,NO,0,7104911000
2025-04,5600,INDONESIA,11505,37,NO,11505,7104911000
2025-04,5700,CHINA,7034,6,NO,7034,7104911000
2025-04,5820,HONG KONG,2301,1,NO,2301,7104911000
2025-04,5880,JAPAN,0,0,NO,0,7104911000
2025-04,6021,AUSTRALIA,19143,20,NO,19143,7104911000
2025-04,4120,UNITED KINGDOM,104373,438,NO,104373,7104911000
2025-04,4210,NETHERLANDS,74431,314,NO,74431,7104911000
2025-04,4231,BELGIUM,44045,222,NO,0,7104911000
2025-04,4279,FRANCE,4486,35,NO,4486,7104911000
2025-04,4280,GERMANY,195824,90,NO,195824,7104911000
2025-04,4330,AUSTRIA,31206,213165,NO,31206,7104911000
2025-04,4419,SWITZERLAND,6058,2,NO,6058,7104911000
2025-04,4623,UKRAINE,15363,51,NO,15363,7104911000
2025-04,4631,ARMENIA,0,0,NO,0,7104911000
2025-04,4890,TURKEY,0,0,NO,0,7104911000
2025-04,5081,ISRAEL,266617,3189,NO,266617,7104911000
2025-04,-,TOTAL FOR ALL COUNTRIES,85334277,4314254,NO,83287682,7104911000
2025-04,0003,EUROPEAN UNION,349992,213826,NO,305947,7104911000
2025-04,1XXX,NORTH AMERICA,116388,62,NO,116388,7104911000
2025-04,4XXX,EUROPE,475786,214317,NO,431741,7104911000
2025-04,7XXX,AFRICA,0,0,NO,0,7104911000
2025-04,0014,PACIFIC RIM COUNTRIES,39983,64,NO,39983,7104911000
2025-04,5XXX,ASIA,84722960,4099855,NO,82720410,7104911000
2025-04,6XXX,AUSTRALIA AND OCEANIA,19143,20,NO,19143,7104911000
2025-04,0020,USMCA (NAFTA),116388,62,NO,116388,7104911000
2025-04,0021,TWENTY LATIN AMERICAN REPUBLICS,0,0,NO,0,7104911000
2025-04,0022,OECD,862571,217537,NO,818526,7104911000
2025-04,0023,NATO,539547,1161,NO,495502,7104911000
2025-04,0024,LAFTA,0,0,NO,0,7104911000
2025-04,0025,EURO AREA,349992,213826,NO,305947,7104911000
2025-04,0026,APEC,7426202,38272,NO,7426202,7104911000
2025-04,0027,ASEAN,7281336,38183,NO,7281336,7104911000
2025-04,1220,CANADA,116388,62,NO,116388,7104911000
2025-04,2010,MEXICO,0,0,NO,0,7104911000
2025-04,7850,MAURITIUS,0,0,NO,0,7104911000
2025-04,7910,SOUTH AFRICA,0,0,NO,0,7104911000
2025-04,7930,BOTSWANA,0,0,NO,0,7104911000
2025-05,5200,UNITED ARAB EMIRATES,0,0,NO,0,7104911000
2025-05,5330,INDIA,34510741,1955216,NO,34510741,7104911000
2025-05,5490,THAILAND,92573,399,NO,92573,7104911000
2025-05,5530,LAOS,0,0,NO,0,7104911000
2025-05,5590,SINGAPORE,15474,3,NO,15474,7104911000
2025-05,5600,INDONESIA,0,0,NO,0,7104911000
2025-05,5700,CHINA,0,0,NO,0,7104911000
2025-05,5820,HONG KONG,5510,14,NO,5510,7104911000
2025-05,5880,JAPAN,0,0,NO,0,7104911000
2025-05,6021,AUSTRALIA,23091,405,NO,23091,7104911000
2025-05,4120,UNITED KINGDOM,57375,102,NO,57375,7104911000
2025-05,4210,NETHERLANDS,47914,118,NO,47914,7104911000
2025-05,4231,BELGIUM,0,0,NO,0,7104911000
2025-05,4279,FRANCE,22474,4,NO,22474,7104911000
2025-05,4280,GERMANY,13823,640,NO,13823,7104911000
2025-05,4330,AUSTRIA,14045,470000,NO,14045,7104911000
2025-05,4419,SWITZERLAND,37838,2,NO,37838,7104911000
2025-05,4623,UKRAINE,0,0,NO,0,7104911000
2025-05,4631,ARMENIA,0,0,NO,0,7104911000
2025-05,4890,TURKEY,33740,301,NO,33740,7104911000
2025-05,5081,ISRAEL,201453,910,NO,201453,7104911000
2025-05,-,TOTAL FOR ALL COUNTRIES,35495615,2430038,NO,35495615,7104911000
2025-05,0003,EUROPEAN UNION,98256,470762,NO,98256,7104911000
2025-05,1XXX,NORTH AMERICA,419564,1924,NO,419564,7104911000
2025-05,4XXX,EUROPE,227209,471167,NO,227209,7104911000
2025-05,7XXX,AFRICA,0,0,NO,0,7104911000
2025-05,0014,PACIFIC RIM COUNTRIES,44075,422,NO,44075,7104911000
2025-05,5XXX,ASIA,34825751,1956542,NO,34825751,7104911000
2025-05,6XXX,AUSTRALIA AND OCEANIA,23091,405,NO,23091,7104911000
2025-05,0020,USMCA (NAFTA),419564,1924,NO,419564,7104911000
2025-05,0021,TWENTY LATIN AMERICAN REPUBLICS,0,0,NO,0,7104911000
2025-05,0022,OECD,871317,474406,NO,871317,7104911000
2025-05,0023,NATO,594890,3089,NO,594890,7104911000
2025-05,0024,LAFTA,0,0,NO,0,7104911000
2025-05,0025,EURO AREA,98256,470762,NO,98256,7104911000
2025-05,0026,APEC,556212,2745,NO,556212,7104911000
2025-05,0027,ASEAN,108047,402,NO,108047,7104911000
2025-05,1220,CANADA,419564,1924,NO,419564,7104911000
2025-05,2010,MEXICO,0,0,NO,0,7104911000
2025-05,7850,MAURITIUS,0,0,NO,0,7104911000
2025-05,7910,SOUTH AFRICA,0,0,NO,0,7104911000
2025-05,7930,BOTSWANA,0,0,NO,0,7104911000
2025-06,5200,UNITED ARAB EMIRATES,0,0,NO,0,7104911000
2025-06,5330,INDIA,31092108,1924026,NO,31092108,7104911000
2025-06,5490,THAILAND,2196,18,NO,2196,7104911000
2025-06,5530,LAOS,0,0,NO,0,7104911000
2025-06,5590,SINGAPORE,0,0,NO,0,7104911000
2025-06,5600,INDONESIA,0,0,NO,0,7104911000
2025-06,5700,CHINA,9366,2930,NO,9366,7104911000
2025-06,5820,HONG KONG,11591,62,NO,11591,7104911000
2025-06,5880,JAPAN,0,0,NO,0,7104911000
2025-06,6021,AUSTRALIA,3474,3,NO,3474,7104911000
2025-06,4120,UNITED KINGDOM,69642,117,NO,69642,7104911000
2025-06,4210,NETHERLANDS,51705,169,NO,51705,7104911000
2025-06,4231,BELGIUM,0,0,NO,0,7104911000
2025-06,4279,FRANCE,0,0,NO,0,7104911000
2025-06,4280,GERMANY,45506,36,NO,45506,7104911000
2025-06,4330,AUSTRIA,26827,560170,NO,26827,7104911000
2025-06,4419,SWITZERLAND,0,0,NO,0,7104911000
2025-06,4623,UKRAINE,0,0,NO,0,7104911000
2025-06,4631,ARMENIA,0,0,NO,0,7104911000
2025-06,4890,TURKEY,5550,32,NO,5550,7104911000
2025-06,5081,ISRAEL,109825,431,NO,109825,7104911000
2025-06,-,TOTAL FOR ALL COUNTRIES,31757142,2488225,NO,31757142,7104911000
2025-06,0003,EUROPEAN UNION,124038,560375,NO,124038,7104911000
2025-06,1XXX,NORTH AMERICA,329352,231,NO,329352,7104911000
2025-06,4XXX,EUROPE,199230,560524,NO,199230,7104911000
2025-06,7XXX,AFRICA,0,0,NO,0,7104911000
2025-06,0014,PACIFIC RIM COUNTRIES,24431,2995,NO,24431,7104911000
2025-06,5XXX,ASIA,31225086,1927467,NO,31225086,7104911000
2025-06,6XXX,AUSTRALIA AND OCEANIA,3474,3,NO,3474,7104911000
2025-06,0020,USMCA (NAFTA),329352,231,NO,329352,7104911000
2025-06,0021,TWENTY LATIN AMERICAN REPUBLICS,0,0,NO,0,7104911000
2025-06,0022,OECD,641881,561189,NO,641881,7104911000
2025-06,0023,NATO,501755,585,NO,501755,7104911000
2025-06,0024,LAFTA,0,0,NO,0,7104911000
2025-06,0025,EURO AREA,124038,560375,NO,124038,7104911000
2025-06,0026,APEC,355979,3244,NO,355979,7104911000
2025-06,0027,ASEAN,2196,18,NO,2196,7104911000
2025-06,1220,CANADA,329352,231,NO,329352,7104911000
2025-06,2010,MEXICO,0,0,NO,0,7104911000
2025-06,7850,MAURITIUS,0,0,NO,0,7104911000
2025-06,7910,SOUTH AFRICA,0,0,NO,0,7104911000
2025-06,7930,BOTSWANA,0,0,NO,0,7104911000
2025-07,5200,UNITED ARAB EMIRATES,795569,8545,NO,795569,7104911000
2025-07,5330,INDIA,64549560,2818939,NO,64549560,7104911000
2025-07,5490,THAILAND,1268898,4884,NO,1268898,7104911000
2025-07,5530,LAOS,0,0,NO,0,7104911000
2025-07,5590,SINGAPORE,7922,2,NO,7922,7104911000
2025-07,5600,INDONESIA,0,0,NO,0,7104911000
2025-07,5700,CHINA,15176,5776,NO,15176,7104911000
2025-07,5820,HONG KONG,0,0,NO,0,7104911000
2025-07,5880,JAPAN,0,0,NO,0,7104911000
2025-07,6021,AUSTRALIA,0,0,NO,0,7104911000
2025-07,4099,DENMARK,8687,1,NO,8687,7104911000
2025-07,4120,UNITED KINGDOM,77565,150,NO,77565,7104911000
2025-07,4210,NETHERLANDS,64967,201,NO,64967,7104911000
2025-07,4231,BELGIUM,7861,20,NO,7861,7104911000
2025-07,4279,FRANCE,0,0,NO,0,7104911000
2025-07,4280,GERMANY,124285,36,NO,124285,7104911000
2025-07,4330,AUSTRIA,13851,96285,NO,13851,7104911000
2025-07,4419,SWITZERLAND,0,0,NO,0,7104911000
2025-07,4623,UKRAINE,0,0,NO,0,7104911000
2025-07,4631,ARMENIA,0,0,NO,0,7104911000
2025-07,4890,TURKEY,0,0,NO,0,7104911000
2025-07,5081,ISRAEL,84713,1717,NO,84713,7104911000
2025-07,-,TOTAL FOR ALL COUNTRIES,67324771,2939544,NO,67324771,7104911000
2025-07,0003,EUROPEAN UNION,219651,96543,NO,219651,7104911000
2025-07,1XXX,NORTH AMERICA,305717,2988,NO,305717,7104911000
2025-07,4XXX,EUROPE,297216,96693,NO,297216,7104911000
2025-07,7XXX,AFRICA,0,0,NO,0,7104911000
2025-07,0014,PACIFIC RIM COUNTRIES,23098,5778,NO,23098,7104911000
2025-07,5XXX,ASIA,66721838,2839863,NO,66721838,7104911000
2025-07,6XXX,AUSTRALIA AND OCEANIA,0,0,NO,0,7104911000
2025-07,0020,USMCA (NAFTA),305717,2988,NO,305717,7104911000
2025-07,0021,TWENTY LATIN AMERICAN REPUBLICS,0,0,NO,0,7104911000
2025-07,0022,OECD,687646,101398,NO,687646,7104911000
2025-07,0023,NATO,589082,3396,NO,589082,7104911000
2025-07,0024,LAFTA,0,0,NO,0,7104911000
2025-07,0025,EURO AREA,210964,96542,NO,210964,7104911000
2025-07,0026,APEC,1597713,13650,NO,1597713,7104911000
2025-07,0027,ASEAN,1276820,4886,NO,1276820,7104911000
2025-07,1220,CANADA,305717,2988,NO,305717,7104911000
2025-07,2010,MEXICO,0,0,NO,0,7104911000
2025-07,7850,MAURITIUS,0,0,NO,0,7104911000
2025-07,7910,SOUTH AFRICA,0,0,NO,0,7104911000
2025-07,7930,BOTSWANA,0,0,NO,0,7104911000
2025-08,5200,UNITED ARAB EMIRATES,36443,183,NO,36443,7104911000
2025-08,5330,INDIA,51330792,1629635,NO,51330792,7104911000
2025-08,5490,THAILAND,9632,39,NO,9632,7104911000
2025-08,5530,LAOS,0,0,NO,0,7104911000
2025-08,5590,SINGAPORE,0,0,NO,0,7104911000
2025-08,5600,INDONESIA,0,0,NO,0,7104911000
2025-08,5700,CHINA,14397,4701,NO,14397,7104911000
2025-08,5820,HONG KONG,5728,36,NO,5728,7104911000
2025-08,5880,JAPAN,0,0,NO,0,7104911000
2025-08,6021,AUSTRALIA,2089,1,NO,2089,7104911000
2025-08,4099,DENMARK,0,0,NO,0,7104911000
2025-08,4120,UNITED KINGDOM,41651,3045,NO,41651,7104911000
2025-08,4210,NETHERLANDS,50712,159,NO,50712,7104911000
2025-08,4231,BELGIUM,7387,16,NO,7387,7104911000
2025-08,4279,FRANCE,8087,23,NO,8087,7104911000
2025-08,4280,GERMANY,10483,26,NO,10483,7104911000
2025-08,4330,AUSTRIA,41702,284288,NO,41702,7104911000
2025-08,4419,SWITZERLAND,0,0,NO,0,7104911000
2025-08,4623,UKRAINE,0,0,NO,0,7104911000
2025-08,4631,ARMENIA,0,0,NO,0,7104911000
2025-08,4700,SPAIN,50000,1316,NO,50000,7104911000
2025-08,4890,TURKEY,0,0,NO,0,7104911000
2025-08,5081,ISRAEL,27512,672,NO,27512,7104911000
2025-08,-,TOTAL FOR ALL COUNTRIES,51858675,1924424,NO,51858675,7104911000
2025-08,0003,EUROPEAN UNION,168371,285828,NO,168371,7104911000
2025-08,1XXX,NORTH AMERICA,222060,284,NO,222060,7104911000
2025-08,4XXX,EUROPE,210022,288873,NO,210022,7104911000
2025-08,7XXX,AFRICA,0,0,NO,0,7104911000
2025-08,0014,PACIFIC RIM COUNTRIES,22214,4738,NO,22214,7104911000
2025-08,5XXX,ASIA,51424504,1635266,NO,51424504,7104911000
2025-08,6XXX,AUSTRALIA AND OCEANIA,2089,1,NO,2089,7104911000
2025-08,0020,USMCA (NAFTA),222060,284,NO,222060,7104911000
2025-08,0021,TWENTY LATIN AMERICAN REPUBLICS,0,0,NO,0,7104911000
2025-08,0022,OECD,461683,289830,NO,461683,7104911000
2025-08,0023,NATO,390380,4869,NO,390380,7104911000
2025-08,0024,LAFTA,0,0,NO,0,7104911000
2025-08,0025,EURO AREA,168371,285828,NO,168371,7104911000
2025-08,0026,APEC,253906,5061,NO,253906,7104911000
2025-08,0027,ASEAN,9632,39,NO,9632,7104911000
2025-08,1220,CANADA,222060,284,NO,222060,7104911000
2025-08,2010,MEXICO,0,0,NO,0,7104911000
2025-08,7850,MAURITIUS,0,0,NO,0,7104911000
2025-08,7910,SOUTH AFRICA,0,0,NO,0,7104911000
2025-08,7930,BOTSWANA,0,0,NO,0,7104911000
2025-09,5200,UNITED ARAB EMIRATES,1290092,18328,NO,1290092,7104911000
2025-09,5330,INDIA,4409461,362068,NO,4400441,7104911000
2025-09,5490,THAILAND,28324,388,NO,28324,7104911000
2025-09,5530,LAOS,0,0,NO,0,7104911000
2025-09,5590,SINGAPORE,6436,1,NO,6436,7104911000
2025-09,5600,INDONESIA,0,0,NO,0,7104911000
2025-09,5700,CHINA,0,0,NO,0,7104911000
2025-09,5820,HONG KONG,2647,18,NO,2647,7104911000
2025-09,5880,JAPAN,0,0,NO,0,7104911000
2025-09,6021,AUSTRALIA,12610,104,NO,12610,7104911000
2025-09,4099,DENMARK,0,0,NO,0,7104911000
2025-09,4120,UNITED KINGDOM,29753,36,NO,29753,7104911000
2025-09,4210,NETHERLANDS,13087,33,NO,13087,7104911000
2025-09,4231,BELGIUM,61749,285,NO,61749,7104911000
2025-09,4279,FRANCE,0,0,NO,0,7104911000
2025-09,4280,GERMANY,10247,399,NO,10247,7104911000
2025-09,4330,AUSTRIA,16274,120395,NO,16274,7104911000
2025-09,4419,SWITZERLAND,0,0,NO,0,7104911000
2025-09,4623,UKRAINE,0,0,NO,0,7104911000
2025-09,4631,ARMENIA,0,0,NO,0,7104911000
2025-09,4700,SPAIN,0,0,NO,0,7104911000
2025-09,4890,TURKEY,0,0,NO,0,7104911000
2025-09,5081,ISRAEL,79117,826,NO,79117,7104911000
2025-09,-,TOTAL FOR ALL COUNTRIES,6161573,502970,NO,6152553,7104911000
2025-09,0003,EUROPEAN UNION,101357,121112,NO,101357,7104911000
2025-09,1XXX,NORTH AMERICA,201776,89,NO,201776,7104911000
2025-09,4XXX,EUROPE,131110,121148,NO,131110,7104911000
2025-09,7XXX,AFRICA,0,0,NO,0,7104911000
2025-09,0014,PACIFIC RIM COUNTRIES,21693,123,NO,21693,7104911000
2025-09,5XXX,ASIA,5816077,381629,NO,5807057,7104911000
2025-09,6XXX,AUSTRALIA AND OCEANIA,12610,104,NO,12610,7104911000
2025-09,0020,USMCA (NAFTA),201776,89,NO,201776,7104911000
2025-09,0021,TWENTY LATIN AMERICAN REPUBLICS,0,0,NO,0,7104911000
2025-09,0022,OECD,424613,122167,NO,424613,7104911000
2025-09,0023,NATO,316612,842,NO,316612,7104911000
2025-09,0024,LAFTA,0,0,NO,0,7104911000
2025-09,0025,EURO AREA,101357,121112,NO,101357,7104911000
2025-09,0026,APEC,251793,600,NO,251793,7104911000
2025-09,0027,ASEAN,34760,389,NO,34760,7104911000
2025-09,1220,CANADA,201776,89,NO,201776,7104911000
2025-09,2010,MEXICO,0,0,NO,0,7104911000
2025-09,7850,MAURITIUS,0,0,NO,0,7104911000
2025-09,7910,SOUTH AFRICA,0,0,NO,0,7104911000
2025-09,7930,BOTSWANA,0,0,NO,0,7104911000
2025-10,5200,UNITED ARAB EMIRATES,1496881,56300,NO,1496881,7104911000
2025-10,5330,INDIA,5361191,191306,NO,5361191,7104911000
2025-10,5490,THAILAND,1079464,274106,NO,1079464,7104911000
2025-10,5530,LAOS,0,0,NO,0,7104911000
2025-10,5590,SINGAPORE,0,0,NO,0,7104911000
2025-10,5600,INDONESIA,0,0,NO,0,7104911000
2025-10,5700,CHINA,111146,35008,NO,111146,7104911000
2025-10,5820,HONG KONG,11077,1128,NO,11077,7104911000
2025-10,5880,JAPAN,8694,42,NO,8694,7104911000
2025-10,6021,AUSTRALIA,5470,7,NO,5470,7104911000
2025-10,4099,DENMARK,0,0,NO,0,7104911000
2025-10,4120,UNITED KINGDOM,46807,23206,NO,46807,7104911000
2025-10,4210,NETHERLANDS,39212,137,NO,39212,7104911000
2025-10,4231,BELGIUM,71408,52,NO,71408,7104911000
2025-10,4279,FRANCE,0,0,NO,0,7104911000
2025-10,4280,GERMANY,48232,67,NO,48232,7104911000
2025-10,4330,AUSTRIA,26291,485610,NO,26291,7104911000
2025-10,4419,SWITZERLAND,0,0,NO,0,7104911000
2025-10,4623,UKRAINE,0,0,NO,0,7104911000
2025-10,4631,ARMENIA,0,0,NO,0,7104911000
2025-10,4700,SPAIN,0,0,NO,0,7104911000
2025-10,4759,ITALY,3999,27,NO,3999,7104911000
2025-10,4890,TURKEY,6400,1,NO,6400,7104911000
2025-10,5081,ISRAEL,93137,648,NO,93137,7104911000
2025-10,-,TOTAL FOR ALL COUNTRIES,8558293,1067737,NO,8558293,7104911000
2025-10,0003,EUROPEAN UNION,189142,485893,NO,189142,7104911000
2025-10,1XXX,NORTH AMERICA,148884,92,NO,148884,7104911000
2025-10,4XXX,EUROPE,242349,509100,NO,242349,7104911000
2025-10,7XXX,AFRICA,0,0,NO,0,7104911000
2025-10,0014,PACIFIC RIM COUNTRIES,136387,36185,NO,136387,7104911000
2025-10,5XXX,ASIA,8161590,558538,NO,8161590,7104911000
2025-10,6XXX,AUSTRALIA AND OCEANIA,5470,7,NO,5470,7104911000
2025-10,0020,USMCA (NAFTA),148884,92,NO,148884,7104911000
2025-10,0021,TWENTY LATIN AMERICAN REPUBLICS,0,0,NO,0,7104911000
2025-10,0022,OECD,498534,509889,NO,498534,7104911000
2025-10,0023,NATO,364942,23582,NO,364942,7104911000
2025-10,0024,LAFTA,0,0,NO,0,7104911000
2025-10,0025,EURO AREA,189142,485893,NO,189142,7104911000
2025-10,0026,APEC,1364735,310383,NO,1364735,7104911000
2025-10,0027,ASEAN,1079464,274106,NO,1079464,7104911000
2025-10,1220,CANADA,148884,92,NO,148884,7104911000
2025-10,2010,MEXICO,0,0,NO,0,7104911000
2025-10,7850,MAURITIUS,0,0,NO,0,7104911000
2025-10,7910,SOUTH AFRICA,0,0,NO,0,7104911000
2025-10,7930,BOTSWANA,0,0,NO,0,7104911000
2025-11,5200,UNITED ARAB EMIRATES,905215,19848,NO,905215,7104911000
2025-11,5330,INDIA,4562679,242800,NO,4562679,7104911000
2025-11,5490,THAILAND,535929,18931,NO,535929,7104911000
2025-11,5530,LAOS,0,0,NO,0,7104911000
2025-11,5590,SINGAPORE,0,0,NO,0,7104911000
2025-11,5600,INDONESIA,0,0,NO,0,7104911000
